Year,Rnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,Type,Drafted Out of,Team Made Playoffs
2000,1,1,Marlins,Y,3000000.0,Adrian Gonzalez,1B,43.5,1929.0,7139.0,317.0,0.287,0.843,HS,"Eastlake HS (Chula Vista, CA)",0
2000,1,3,Cubs,Y,2750000.0,Luis Montanez,SS,-1.3,129.0,305.0,5.0,0.223,0.586,HS,"Coral Park HS (Miami, FL)",0
2000,1,6,Devil Rays,Y,2250000.0,Rocco Baldelli,OF,10.2,519.0,1910.0,60.0,0.278,0.766,HS,"Bishop Hendricken HS (Warwick, RI)",0
2000,1,11,Brewers,Y,1950000.0,Dave Krynzel,OF,0.2,21.0,48.0,0.0,0.188,0.486,HS,"Green Valley HS (Henderson, NV)",0
2000,1,12,White Sox,Y,5300000.0,Joe Borchard,OF,-1.5,301.0,716.0,26.0,0.205,0.636,4Yr,"Stanford University (Palo Alto, CA)",1
2000,1,13,Cardinals,Y,1750000.0,Shaun Boyd,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Vista HS (Vista, CA)",1
2000,1,15,Phillies,Y,1780000.0,Chase Utley,2B,64.5,1937.0,6857.0,259.0,0.275,0.823,4Yr,"University of California, Los Angeles (Los Angeles, CA)",0
2000,1,18,Blue Jays,Y,950000.0,Miguel Negron,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Manuela Toro HS (Caguas, Puerto Rico)",0
2000,1,23,Reds,Y,0.0,David Espinosa,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Gulliver Prep HS (Coral Gables, FL)",0
2000,1,25,Rangers ,Y,1475000.0,Scott Heard,C,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Rancho Bernardo HS (San Diego, CA)",0
2000,1,26,Indians,Y,1375000.0,Corey Smith,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Piscataway HS (Piscataway, NJ)",0
2000,1,28,Yankees,Y,1425000.0,Dave Parrish,C,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Michigan (Ann Arbor, MI)",1
2000,1,30,Braves,Y,1225000.0,Scott Thorman,3B,-1.0,175.0,415.0,16.0,0.222,0.667,HS,"Preston HS (Cambridge, ON)",1
2000,1,35,Rangers,N,0.0,Tyrell Godwin,OF,0.0,3.0,3.0,0.0,0.0,0.0,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2000,1,38,Braves,Y,790000.0,Kelly Johnson,SS,16.6,1399.0,4543.0,155.0,0.251,0.751,HS,"Westwood HS (Austin, TX)",1
2000,1,40,Braves,Y,850000.0,Aaron Herr,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Hempfield HS (Landisville, PA)",1
2001,1,1,Twins,Y,5150000.0,Joe Mauer,C,55.2,1858.0,6930.0,143.0,0.306,0.827,HS,"Cretin HS (St. Paul, MN)",0
2001,1,5,Rangers,Y,4500000.0,Mark Teixeira,3B,50.6,1862.0,6936.0,409.0,0.269,0.87,4Yr,"Georgia Institute of Technology (Atlanta, GA)",0
2001,1,10,Astros,Y,2125000.0,Chris Burke,2B,-1.2,477.0,1267.0,23.0,0.239,0.674,4Yr,"University of Tennessee (Knoxville, TN)",1
2001,1,13,Angels,Y,2075000.0,Casey Kotchman,1B,7.5,939.0,3071.0,71.0,0.26,0.711,HS,"Seminole HS (Seminole, FL)",0
2001,1,14,Padres,Y,1875000.0,Jake Gautreau,3B,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Tulane University (New Orleans, LA)",0
2001,1,15,Blue Jays,Y,1865000.0,Gabe Gross,OF,4.6,657.0,1461.0,40.0,0.239,0.716,4Yr,"Auburn University (Auburn, AL)",0
2001,1,19,Orioles ,Y,1300000.0,Mike Fontenot,2B,4.2,582.0,1413.0,27.0,0.265,0.734,4Yr,"Louisiana State University (Baton Rouge, LA)",0
2001,1,23,Yankees ,Y,1200000.0,John-Ford Griffin,OF,0.2,13.0,23.0,2.0,0.304,1.066,4Yr,"Florida State University (Tallahassee, FL)",1
2001,1,25,Athletics,Y,1350000.0,Bobby Crosby,SS,5.4,747.0,2559.0,62.0,0.236,0.677,4Yr,"California State University, Long Beach (Long Beach, CA)",1
2001,1,29,Braves,Y,1250000.0,Josh Burrus,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Wheeler HS (Marietta, GA)",1
2001,1,31,Orioles,Y,1150000.0,Bryan Bass,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Seminole HS (Seminole, FL)",0
2001,1,32,Tigers,Y,1100000.0,Michael Woods,2B,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Southern University and A&M College (Baton Rouge, LA)",0
2001,1,33,Angels,Y,850000.0,Jeff Mathis,C,0.2,948.0,2718.0,53.0,0.194,0.551,HS,"Marianna HS (Marianna, FL)",0
2001,1,34,Yankees,Y,1000000.0,Bronson Sardinha,SS,0.0,10.0,9.0,0.0,0.333,0.75,HS,"Kamehameha HS (Honolulu, HI)",1
2001,1,36,Mariners,Y,2000000.0,Michael Garciaparra,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Don Bosco Technical Institute (Rosemead, CA)",1
2001,1,38,Mets,Y,960000.0,David Wright,3B,49.2,1585.0,5998.0,242.0,0.296,0.867,HS,"Hickory HS (Chesapeake, VA)",0
2001,1,40,Braves,Y,850000.0,Richard Lewis,2B,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Georgia Institute of Technology (Atlanta, GA)",1
2001,1,41,Giants,Y,750000.0,Todd Linden,OF,-1.8,270.0,502.0,8.0,0.231,0.638,4Yr,"Louisiana State University (Baton Rouge, LA)",0
2001,1,43,Indians,Y,870000.0,Mike Conroy,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Boston College HS (Boston, MA)",1
2001,1,44,Rockies,Y,925000.0,Jayson Nix,SS,1.6,466.0,1305.0,38.0,0.212,0.627,HS,"Midland HS (Midland, TX)",0
2002,1,2,Devil Rays,Y,4600000.0,B.J. Upton,SS,16.8,1469.0,5175.0,164.0,0.244,0.723,HS,"Greenbrier Christian Academy (Chesapeake, VA)",0
2002,1,7,Brewers,Y,2400000.0,Prince Fielder,1B,23.8,1611.0,5821.0,319.0,0.283,0.887,HS,"Eau Gallie HS (Melbourne, FL)",0
2002,1,8,Tigers,Y,2300000.0,Scott Moore,SS,-0.8,152.0,385.0,16.0,0.242,0.713,HS,"Cypress HS (Cypress, CA)",0
2002,1,10,Rangers,Y,1875000.0,Drew Meyer,SS,-0.3,5.0,14.0,0.0,0.214,0.429,4Yr,"University of South Carolina (Columbia, SC)",0
2002,1,11,Marlins,Y,2012500.0,Jeremy Hermida,OF,2.7,632.0,2012.0,65.0,0.257,0.749,HS,"Wheeler HS (Marietta, GA)",0
2002,1,13,Padres,Y,1500000.0,Khalil Greene,SS,8.5,736.0,2567.0,90.0,0.245,0.723,4Yr,"Clemson University (Clemson, SC)",0
2002,1,14,Blue Jays,Y,1785000.0,Russ Adams,SS,0.0,286.0,884.0,17.0,0.247,0.685,4Yr,"University of North Carolina at Chapel Hill (Chapel Hill, NC)",0
2002,1,16,Athletics ,Y,1780000.0,Nick Swisher,1B,21.5,1527.0,5369.0,245.0,0.249,0.799,4Yr,"The Ohio State University (Columbus, OH)",1
2002,1,19,Dodgers,Y,1500000.0,James Loney,1B,11.3,1443.0,5023.0,108.0,0.284,0.746,HS,"Lawrence E Elkins HS (Missouri City, TX)",0
2002,1,20,Twins,Y,1700000.0,Denard Span,OF,27.9,1359.0,5326.0,71.0,0.281,0.745,HS,"Tampa Catholic HS (Tampa, FL)",1
2002,1,23,Braves,Y,2200000.0,Jeff Francoeur,OF,6.8,1480.0,5260.0,160.0,0.261,0.72,HS,"Parkview HS (Lilburn, GA)",1
2002,1,26,Athletics,Y,1375000.0,John McCurdy,SS,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Maryland (College Park, MD)",1
2002,1,27,Diamondbacks,Y,1400000.0,Sergio Santos,SS,2.0,27.0,1.0,0.0,0.0,0.0,HS,"Mater Dei HS (Santa Ana, CA)",1
2002,1,28,Mariners,N,0.0,John Mayberry,OF,1.5,574.0,1386.0,56.0,0.235,0.72,HS,"Rockhurst HS (Kansas City, MO)",0
2002,1,33,Indians,Y,1125000.0,Matt Whitney,3B,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Palm Beach Gardens HS (Palm Beach Gardens, FL)",0
2002,1,35,Athletics,Y,350000.0,Jeremy Brown,C,0.1,5.0,10.0,0.0,0.3,0.864,4Yr,"University of Alabama (Tuscaloosa, AL)",1
2002,1,39,Athletics,Y,725000.0,Mark Teahen,3B,2.6,831.0,2873.0,67.0,0.264,0.736,4Yr,"Saint Mary's College of California (Moraga, CA)",1
2002,1,40,Reds,Y,200000.0,Mark Schramek,3B,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Texas at San Antonio (San Antonio, TX)",0
2002,1,41,Indians,Y,915000.0,Micah Schilling,2B,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Silliman Institute (Clinton, LA)",0
2003,1,1,Devil Rays,Y,3700000.0,Delmon Young,OF,3.2,1118.0,4108.0,109.0,0.283,0.737,HS,"Adolfo Camarillo HS (Camarillo, CA)",0
2003,1,2,Brewers,Y,3600000.0,Rickie Weeks,2B,11.5,1324.0,4417.0,161.0,0.246,0.764,4Yr,"Southern University and A&M College (Baton Rouge, LA)",0
2003,1,5,Royals,Y,2100000.0,Chris Lubanski,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Kennedy-Kenrick Catholic HS (Norristown, PA)",0
2003,1,6,Cubs,Y,2400000.0,Ryan Harvey,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Dunedin HS (Dunedin, FL)",1
2003,1,7,Orioles,Y,1850000.0,Nick Markakis,OF,33.6,2154.0,8302.0,189.0,0.288,0.781,JC,"Young Harris College (Young Harris, GA)",0
2003,1,10,Rockies,Y,1950000.0,Ian Stewart,3B,3.3,511.0,1489.0,61.0,0.229,0.73,HS,"La Quinta HS (Westminster, CA)",0
2003,1,11,Indians,Y,2010000.0,Michael Aubrey,1B,0.2,46.0,135.0,6.0,0.259,0.755,4Yr,"Tulane University (New Orleans, LA)",0
2003,1,12,Mets,Y,2075000.0,Lastings Milledge,OF,0.5,433.0,1500.0,33.0,0.269,0.723,HS,"Lakewood Ranch HS (Bradenton, FL)",0
2003,1,13,Blue Jays,Y,1675000.0,Aaron Hill,SS,24.4,1559.0,5646.0,162.0,0.266,0.74,4Yr,"Louisiana State University (Baton Rouge, LA)",0
2003,1,15,White Sox,Y,1600000.0,Brian Anderson,OF,-0.2,355.0,799.0,22.0,0.227,0.661,4Yr,"University of Arizona (Tucson, AZ)",0
2003,1,17,Red Sox,Y,1525000.0,David Murphy,OF,9.9,1110.0,3467.0,104.0,0.274,0.765,4Yr,"Baylor University (Waco, TX)",1
2003,1,18,Indians ,Y,1525000.0,Brad Snyder,OF,-0.1,30.0,66.0,2.0,0.167,0.513,4Yr,"Ball State University (Muncie, IN)",0
2003,1,19,Diamondbacks ,Y,1500000.0,Conor Jackson,1B,2.2,658.0,2184.0,52.0,0.271,0.757,4Yr,"University of California, Berkeley (Berkeley, CA)",0
2003,1,21,Twins,Y,1450000.0,Matt Moses,3B,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Mills E. Godwin HS (Henrico, VA)",1
2003,1,23,Angels,Y,1300000.0,Brandon Wood,SS,-3.8,272.0,700.0,18.0,0.186,0.513,HS,"Horizon HS (Scottsdale, AZ)",0
2003,1,26,Athletics ,Y,1325000.0,Brian Snyder,3B,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"Stetson University (DeLand, FL)",1
2003,1,27,Yankees,Y,1250000.0,Eric Duncan,3B,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Seton Hall Preparatory School (West Orange, NJ)",1
2003,1,28,Cardinals,Y,975000.0,Daric Barton,C,8.9,551.0,1744.0,30.0,0.247,0.721,HS,"Marina HS (Huntington Beach, CA)",0
2003,1,29,Diamondbacks,Y,1100000.0,Carlos Quentin,OF,10.5,834.0,2790.0,154.0,0.252,0.831,4Yr,"Stanford University (Palo Alto, CA)",0
2003,1,30,Royals ,Y,900000.0,Mitch Maier,C,1.5,359.0,977.0,10.0,0.248,0.671,4Yr,"University of Toledo (Toledo, OH)",0
2003,1,32,Red Sox,Y,1010000.0,Matt Murton,OF,3.3,346.0,952.0,29.0,0.286,0.788,4Yr,"Georgia Institute of Technology (Atlanta, GA)",1
2003,1,33,Athletics,Y,992500.0,Omar Quintanilla,SS,-0.9,402.0,1035.0,8.0,0.22,0.582,4Yr,"University of Texas at Austin (Austin, TX)",1
2003,1,36,Braves,Y,950000.0,Jarrod Saltalamacchia,C,5.9,895.0,2852.0,110.0,0.232,0.715,HS,"Royal Palm Beach HS (Royal Palm Beach, FL)",1
2003,1,37,Mariners,Y,925000.0,Adam Jones,SS,32.6,1823.0,7009.0,282.0,0.277,0.771,HS,"Samuel F. B. Morse HS (San Diego, CA)",0
2004,1,1,Padres,Y,3150000.0,Matt Bush,SS,2.6,8.0,0.0,0.0,0.0,0.0,HS,"Mission Bay HS (San Diego, CA)",0
2004,1,9,Rockies,Y,2150000.0,Chris Nelson,SS,-2.6,282.0,834.0,16.0,0.265,0.699,HS,"Redan HS (Stone Mountain, GA)",0
2004,1,11,Pirates,Y,1950000.0,Neil Walker,C,19.6,1306.0,4583.0,149.0,0.267,0.764,HS,"Pine-Richland HS (Gibsonia, PA)",0
2004,1,14,Royals,Y,1450000.0,Billy Butler,3B,11.9,1414.0,5105.0,147.0,0.29,0.795,HS,"Wolfson HS (Jacksonville, FL)",0
2004,1,15,Diamondbacks,Y,4000000.0,Stephen Drew,SS,15.9,1268.0,4403.0,123.0,0.252,0.741,4Yr,"Florida State University (Tallahassee, FL)",0
2004,1,18,White Sox,Y,1550000.0,Josh Fields,3B,-1.1,217.0,713.0,34.0,0.234,0.724,4Yr,"Oklahoma State University (Stillwater, OK)",0
2004,1,20,Twins,Y,1500000.0,Trevor Plouffe,SS,7.3,830.0,2933.0,106.0,0.242,0.714,HS,"Crespi Carmelite HS (Encino, CA)",1
2004,1,21,Phillies,Y,1475000.0,Greg Golson,OF,-0.6,40.0,41.0,0.0,0.195,0.458,HS,"John B. Connally HS (Austin, TX)",0
2004,1,24,Athletics ,Y,1000000.0,Landon Powell,C,0.2,123.0,363.0,10.0,0.207,0.612,4Yr,"University of South Carolina (Columbia, SC)",0
2004,1,26,Athletics,Y,1325000.0,Richie Robnett,OF,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"California State University, Fresno (Fresno, CA)",0
2004,1,28,Dodgers ,Y,1200000.0,Blake DeWitt,2B,1.9,426.0,1119.0,21.0,0.257,0.705,HS,"Sikeston HS (Sikeston, MO)",1
2004,1,29,Royals ,Y,1100000.0,Matt Campbell,lHP,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of South Carolina (Columbia, SC)",0
2004,1,36,Athletics,Y,950000.0,Danny Putnam,OF,-0.2,11.0,28.0,1.0,0.214,0.612,4Yr,"Stanford University (Palo Alto, CA)",0
2004,1,37,Yankees,Y,925000.0,Jon Poterson,C,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Chandler HS (Chandler, AZ)",1
2004,1,38,White Sox,Y,850000.0,Gio Gonzalez,lHP,28.3,221.0,410.0,3.0,0.09,0.247,HS,"Monsignor Edward Pace HS (Miami Gardens, FL)",0
2005,1,1,Diamondbacks,Y,6100000.0,Justin Upton,SS,32.3,1842.0,6714.0,325.0,0.261,0.812,HS,"Great Bridge HS (Chesapeake, VA)",0
2005,1,2,Royals,Y,4000000.0,Alex Gordon,3B,34.4,1753.0,6391.0,190.0,0.257,0.749,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)",0
2005,1,3,Mariners,Y,3400000.0,Jeff Clement,C,-1.2,152.0,385.0,14.0,0.218,0.648,4Yr,"University of Southern California (Los Angeles, CA)",0
2005,1,4,Nationals,Y,2975000.0,Ryan Zimmerman,3B,40.1,1799.0,6654.0,284.0,0.277,0.816,4Yr,"University of Virginia (Charlottesville, VA)",0
2005,1,5,Brewers,Y,2450000.0,Ryan Braun,3B,47.1,1766.0,6622.0,352.0,0.296,0.891,4Yr,"University of Miami (Coral Gables, FL)",0
2005,1,7,Rockies,Y,2300000.0,Troy Tulowitzki,SS,44.5,1291.0,4804.0,225.0,0.29,0.856,4Yr,"California State University, Long Beach (Long Beach, CA)",0
2005,1,10,Tigers,Y,2650000.0,Cameron Maybin,OF,13.5,1162.0,3824.0,72.0,0.254,0.697,HS,"T. C. Roberson HS (Asheville, NC)",0
2005,1,11,Pirates,Y,1900000.0,Andrew McCutchen,OF,46.1,1828.0,6786.0,277.0,0.279,0.843,HS,"Fort Meade HS (Fort Meade, FL)",0
2005,1,12,Reds,Y,1800000.0,Jay Bruce,OF,19.9,1650.0,5964.0,319.0,0.244,0.781,HS,"West Brook HS (Beaumont, TX)",0
2005,1,13,Orioles,Y,1700000.0,Brandon Snyder,C,-0.1,122.0,200.0,9.0,0.24,0.731,HS,"Westfield HS (Chantilly, VA)",0
2005,1,14,Indians,Y,1695000.0,Trevor Crowe,OF,0.2,265.0,818.0,4.0,0.24,0.615,4Yr,"University of Arizona (Tucson, AZ)",0
2005,1,17,Yankees ,Y,1575000.0,C.J. Henry,SS,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Putnam City HS (Oklahoma City, OK)",1
2005,1,19,Rangers,Y,1525000.0,John Mayberry,OF,1.5,574.0,1386.0,56.0,0.235,0.72,4Yr,"Stanford University (Palo Alto, CA)",0
2005,1,21,Athletics,Y,1475000.0,Cliff Pennington,SS,10.1,971.0,2799.0,36.0,0.242,0.648,4Yr,"Texas A&M University (College Station, TX)",0
2005,1,23,Red Sox ,Y,1400000.0,Jacoby Ellsbury,OF,31.2,1235.0,4846.0,104.0,0.284,0.76,4Yr,"Oregon State University (Corvallis, OR)",1
2005,1,28,Cardinals ,Y,1000000.0,Colby Rasmus,OF,20.2,1092.0,3704.0,166.0,0.241,0.745,HS,"Russell County HS (Seale, AL)",1
2005,1,30,Cardinals,Y,1100000.0,Tyler Greene,SS,-0.4,288.0,675.0,17.0,0.224,0.645,4Yr,"Georgia Institute of Technology (Atlanta, GA)",1
2005,1,33,Indians,Y,1000000.0,Johnny Drennen,OF,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Rancho Bernardo HS (San Diego, CA)",0
2005,1,36,Athletics,Y,950000.0,Travis Buck,OF,2.8,253.0,810.0,20.0,0.243,0.715,4Yr,"Arizona State University (Tempe, AZ)",0
2005,1,38,Astros,Y,900000.0,Eli Iorg,OF,0.0,0.0,0.0,0.0,0.0,0.0,4Yr,"University of Tennessee (Knoxville, TN)",1
2005,1,39,Twins,Y,900000.0,Hank Sanchez,1B,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Mission Bay HS (San Diego, CA)",0
2005,1,45,Red Sox,Y,762000.0,Jed Lowrie,2B,16.0,1303.0,4599.0,121.0,0.257,0.737,4Yr,"Stanford University (Palo Alto, CA)",1
2006,1,3,Devil Rays,Y,3000000.0,Evan Longoria,3B,57.6,1866.0,6958.0,325.0,0.266,0.808,4Yr,"California State University, Long Beach (Long Beach, CA)",0
2006,1,8,Reds,Y,2000000.0,Drew Stubbs,OF,7.9,911.0,2834.0,92.0,0.242,0.704,4Yr,"University of Texas at Austin (Austin, TX)",0
2006,1,9,Orioles,Y,2100000.0,Billy Rowell,3B,0.0,0.0,0.0,0.0,0.0,0.0,HS,"Bishop Eustace Preparatory School (Pennsauken, NJ)",0
