year,league_id,team_id,franchise_id,div_id,rank,g,ghome,w,l,div_win,wc_win,lg_win,ws_win,r,ab,h,double,triple,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,team_id_br,team_id_lahman45,team_id_retro
2006,NL,HOU,HOU,C,2,162,81,82,80,N,N,N,N,735,5521,1407,275,27,174,585,1076,79,36,73,46,719,666,4.08,5,12,42,4406,1425,182,480,1160,80,164,0.987,Houston Astros,Minute Maid Park,3022763,100,99,HOU,HOU,HOU
2006,AL,KCA,KCR,C,5,162,81,62,100,N,N,N,N,757,5589,1515,335,37,124,474,1040,65,34,64,48,971,896,5.65,3,5,35,4279,1648,213,637,904,98,189,0.984,Kansas City Royals,Kauffman Stadium,1372638,101,103,KCR,KCA,KCA
2006,AL,LAA,ANA,W,2,162,81,89,73,N,N,N,N,766,5609,1539,309,29,159,486,914,148,57,42,53,732,652,4.04,5,12,50,4358,1410,158,471,1164,124,154,0.979,Los Angeles Angels of Anaheim,Angel Stadium,3406790,100,100,LAA,ANA,ANA
2006,NL,LAN,LAD,W,2,162,81,88,74,N,Y,N,N,820,5628,1552,307,58,153,601,959,128,49,51,48,751,686,4.23,1,10,40,4381,1524,152,492,1068,115,174,0.982,Los Angeles Dodgers,Dodger Stadium,3758545,101,100,LAD,LAN,LAN
2006,NL,MIL,MIL,C,4,162,81,75,87,N,N,N,N,730,5433,1400,301,20,180,502,1233,71,37,82,53,833,763,4.82,7,8,43,4277,1454,177,514,1145,117,126,0.98,Milwaukee Brewers,Miller Park,2335643,101,101,MIL,ML4,MIL
2006,AL,MIN,MIN,C,1,162,81,96,66,Y,N,N,N,801,5602,1608,275,34,143,490,872,101,42,50,55,683,632,3.95,1,6,40,4318,1490,182,356,1164,84,135,0.986,Minnesota Twins,Hubert H Humphrey Metrodome,2285018,98,98,MIN,MIN,MIN
2006,AL,NYA,NYY,E,1,162,81,97,65,Y,N,N,N,930,5651,1608,327,21,210,649,1053,139,35,72,49,767,708,4.41,5,8,43,4331,1463,170,496,1019,104,145,0.983,New York Yankees,Yankee Stadium II,4248067,101,99,NYY,NYA,NYA
2006,NL,NYN,NYM,E,1,162,81,97,65,Y,N,N,N,834,5558,1469,323,41,200,547,1071,146,35,62,47,731,673,4.14,5,12,43,4384,1402,180,527,1161,104,131,0.983,New York Mets,Shea Stadium,3379535,98,97,NYM,NYN,NYN
2006,AL,OAK,OAK,W,1,162,81,93,69,Y,N,N,N,771,5500,1429,266,22,175,650,976,61,20,50,56,727,679,4.21,5,11,54,4355,1525,162,529,1003,84,173,0.986,Oakland Athletics,McAfee Coliseum,1976625,97,97,OAK,OAK,OAK
2006,NL,PHI,PHI,E,2,162,81,85,77,N,N,N,N,865,5687,1518,294,41,216,626,1203,92,25,95,44,812,747,4.6,4,6,42,4381,1561,211,512,1138,104,153,0.983,Philadelphia Phillies,Citizens Bank Park,2701815,105,104,PHI,PHI,PHI
2006,NL,PIT,PIT,C,5,162,81,67,95,N,N,N,N,691,5558,1462,286,17,141,459,1200,68,23,89,49,797,720,4.52,2,10,39,4305,1545,156,620,1060,104,168,0.983,Pittsburgh Pirates,PNC Park,1861549,98,99,PIT,PIT,PIT
2006,NL,SDN,SDP,W,1,162,81,88,74,Y,N,N,N,731,5576,1465,298,38,161,564,1104,123,31,40,47,679,629,3.87,4,11,50,4391,1385,176,468,1097,92,138,0.985,San Diego Padres,Petco Park,2659757,91,90,SDP,SDN,SDN
2006,AL,SEA,SEA,W,4,162,81,78,84,N,N,N,N,756,5670,1540,266,42,172,404,974,106,37,63,38,792,739,4.6,6,6,47,4340,1500,183,560,1067,88,150,0.985,Seattle Mariners,Safeco Field,2481165,97,97,SEA,SEA,SEA
2006,NL,SFN,SFG,W,3,161,81,76,85,N,N,N,N,746,5472,1418,297,52,163,494,891,58,25,53,37,790,735,4.63,7,9,37,4289,1422,153,584,992,91,132,0.985,San Francisco Giants,AT&T Park,3130313,100,100,SFG,SFN,SFN
2006,NL,SLN,STL,C,1,161,80,83,78,Y,N,Y,Y,781,5522,1484,292,27,184,531,922,59,32,61,40,762,721,4.54,6,9,38,4289,1475,193,504,970,98,170,0.984,St. Louis Cardinals,Busch Stadium III,3407104,99,99,STL,SLN,SLN
2006,AL,TBA,TBD,E,5,162,81,61,101,N,N,N,N,689,5474,1395,267,33,190,441,1106,134,52,47,43,856,782,4.96,3,7,33,4261,1600,180,606,979,116,156,0.981,Tampa Bay Devil Rays,Tropicana Field,1368950,99,101,TBD,TBA,TBA
2006,AL,TEX,TEX,W,3,162,81,80,82,N,N,N,N,835,5659,1571,357,23,183,505,1061,53,24,40,50,784,731,4.6,3,8,42,4294,1558,162,496,972,98,174,0.984,Texas Rangers,Ameriquest Field,2388757,101,101,TEX,TEX,TEX
2006,AL,TOR,TOR,E,2,162,81,87,75,N,N,N,N,809,5596,1591,348,27,199,514,906,65,33,63,52,754,694,4.37,6,6,42,4285,1447,185,504,1076,99,157,0.984,Toronto Blue Jays,Rogers Centre,2302212,100,100,TOR,TOR,TOR
2006,NL,WAS,WSN,E,5,162,81,71,91,N,N,N,N,746,5495,1437,322,22,164,594,1156,123,62,69,49,872,803,5.03,1,3,32,4309,1535,193,584,960,131,123,0.978,Washington Nationals,R.F.K. Stadium,2153056,94,95,WSN,MON,WAS
2007,NL,ARI,ARI,W,1,162,81,90,72,Y,N,N,N,712,5398,1350,286,40,171,532,1111,109,24,57,58,732,662,4.13,7,12,51,4323,1446,169,546,1088,106,157,0.983,Arizona Diamondbacks,Chase Field,2325249,107,107,ARI,ARI,ARI
2007,NL,ATL,ATL,E,3,162,81,84,78,N,N,N,N,810,5689,1562,328,27,176,534,1149,64,30,49,47,733,665,4.11,1,6,36,4369,1442,172,537,1106,107,141,0.983,Atlanta Braves,Turner Field,2745207,98,98,ATL,ATL,ATL
2007,AL,BAL,BAL,E,4,162,81,69,93,N,N,N,N,756,5631,1529,306,30,142,500,939,144,42,47,47,868,827,5.17,4,9,30,4316,1491,161,696,1087,79,155,0.987,Baltimore Orioles,Oriole Park at Camden Yards,2164822,101,102,BAL,BAL,BAL
2007,AL,BOS,BOS,E,1,162,81,96,66,Y,N,Y,Y,867,5589,1561,352,35,166,689,1042,96,24,64,54,657,618,3.87,5,13,45,4316,1350,151,482,1149,81,145,0.986,Boston Red Sox,Fenway Park II,2970755,106,105,BOS,BOS,BOS
2007,AL,CHA,CHW,C,4,162,81,72,90,N,N,N,N,693,5441,1341,249,20,190,532,1149,78,45,52,35,839,763,4.77,9,9,42,4322,1556,174,499,1015,108,168,0.982,Chicago White Sox,U.S. Cellular Field,2684395,104,104,CHW,CHA,CHA
2007,NL,CHN,CHC,C,1,162,81,85,77,Y,N,N,N,752,5643,1530,340,28,151,500,1054,86,33,40,37,690,650,4.04,2,10,39,4340,1340,165,573,1211,94,134,0.984,Chicago Cubs,Wrigley Field,3252462,105,104,CHC,CHN,CHN
2007,NL,CIN,CIN,C,5,162,81,72,90,N,N,N,N,783,5607,1496,293,23,204,536,1113,97,31,66,46,853,796,4.94,6,7,34,4349,1605,198,482,1068,95,155,0.984,Cincinnati Reds,Great American Ball Park,2058593,104,104,CIN,CIN,CIN
2007,AL,CLE,CLE,C,1,162,80,96,66,Y,N,N,N,811,5604,1504,305,27,178,590,1202,72,41,80,59,704,658,4.05,9,9,49,4388,1519,146,410,1047,92,167,0.985,Cleveland Indians,Jacobs Field,2275912,101,100,CLE,CLE,CLE
2007,NL,COL,COL,W,2,163,82,90,73,N,Y,Y,N,860,5691,1591,313,36,171,622,1152,100,31,58,44,758,706,4.32,4,7,39,4416,1497,164,504,967,68,180,0.989,Colorado Rockies,Coors Field,2376250,107,108,COL,COL,COL
2007,AL,DET,DET,C,2,162,81,88,74,N,N,N,N,887,5757,1652,352,50,177,474,1054,103,30,56,45,797,735,4.57,1,9,44,4342,1498,174,566,1047,99,148,0.984,Detroit Tigers,Comerica Park,3047133,102,101,DET,DET,DET
2007,NL,FLO,FLA,E,5,162,81,71,91,N,N,N,N,790,5627,1504,340,38,201,521,1332,105,34,82,42,891,793,4.94,0,4,40,4331,1617,176,661,1142,137,159,0.977,Florida Marlins,Dolphin Stadium,1370511,97,98,FLA,FLO,FLO
2007,NL,HOU,HOU,C,4,162,81,73,89,N,N,N,N,723,5605,1457,293,30,167,547,1043,65,33,55,40,813,761,4.68,2,6,38,4394,1566,206,510,1109,103,128,0.983,Houston Astros,Minute Maid Park,3020405,100,100,HOU,HOU,HOU
2007,AL,KCA,KCR,C,5,162,81,69,93,N,N,N,N,706,5534,1447,300,46,102,428,1069,78,44,89,47,778,716,4.48,2,6,36,4312,1547,168,520,993,106,160,0.982,Kansas City Royals,Kauffman Stadium,1616867,100,101,KCR,KCA,KCA
2007,AL,LAA,ANA,W,1,162,81,94,68,Y,N,N,N,822,5554,1578,324,23,123,507,883,139,55,40,65,731,674,4.23,5,9,43,4305,1480,151,477,1156,101,154,0.983,Los Angeles Angels of Anaheim,Angel Stadium,3365632,101,100,LAA,ANA,ANA
2007,NL,LAN,LAD,W,4,162,81,82,80,N,N,N,N,735,5614,1544,276,35,129,511,864,137,50,41,55,727,677,4.2,4,6,43,4350,1443,146,518,1184,114,160,0.981,Los Angeles Dodgers,Dodger Stadium,3857036,101,100,LAD,LAN,LAN
2007,NL,MIL,MIL,C,2,162,81,83,79,N,N,N,N,801,5554,1455,310,37,231,501,1137,96,32,76,47,776,708,4.41,3,6,49,4333,1513,161,507,1174,109,144,0.982,Milwaukee Brewers,Miller Park,2869144,100,100,MIL,ML4,MIL
2007,AL,MIN,MIN,C,3,162,81,79,83,N,N,N,N,718,5522,1460,273,36,118,512,839,112,30,48,45,725,663,4.15,5,8,38,4310,1505,185,420,1094,95,151,0.984,Minnesota Twins,Hubert H Humphrey Metrodome,2296383,95,95,MIN,MIN,MIN
2007,AL,NYA,NYY,E,2,162,81,94,68,N,Y,N,N,968,5717,1656,326,32,201,637,991,123,40,78,54,777,724,4.49,1,5,34,4352,1498,150,578,1009,88,174,0.985,New York Yankees,Yankee Stadium II,4271083,101,100,NYY,NYA,NYA
2007,NL,NYN,NYM,E,2,162,81,88,74,N,N,N,N,804,5605,1543,294,27,177,549,981,200,46,54,58,750,687,4.26,2,10,39,4357,1415,165,570,1134,101,124,0.983,New York Mets,Shea Stadium,3853955,98,97,NYM,NYN,NYN
2007,AL,OAK,OAK,W,3,162,81,76,86,N,N,N,N,741,5577,1430,295,16,171,664,1119,52,20,49,56,758,689,4.28,4,9,36,4344,1468,138,530,1036,90,153,0.985,Oakland Athletics,McAfee Coliseum,1921844,94,94,OAK,OAK,OAK
2007,NL,PHI,PHI,E,1,162,81,89,73,Y,N,N,N,892,5688,1558,326,41,213,641,1205,138,19,90,52,821,767,4.73,5,5,42,4375,1555,198,558,1050,89,162,0.986,Philadelphia Phillies,Citizens Bank Park,3108325,104,103,PHI,PHI,PHI
2007,NL,PIT,PIT,C,6,162,81,68,94,N,N,N,N,724,5569,1463,322,31,148,463,1135,68,30,71,51,846,793,4.93,4,5,32,4343,1627,174,518,997,83,190,0.986,Pittsburgh Pirates,PNC Park,1749142,97,98,PIT,PIT,PIT
2007,NL,SDN,SDP,W,3,163,81,89,74,N,N,N,N,741,5612,1408,322,31,171,557,1229,55,24,49,44,666,611,3.7,1,20,45,4454,1406,119,474,1136,92,147,0.985,San Diego Padres,Petco Park,2790074,90,90,SDP,SDN,SDN
2007,AL,SEA,SEA,W,2,162,82,88,74,N,N,N,N,794,5684,1629,284,22,153,389,861,81,30,62,40,813,754,4.73,6,12,43,4303,1578,147,546,1020,90,167,0.985,Seattle Mariners,Safeco Field,2672223,96,97,SEA,SEA,SEA
2007,NL,SFN,SFG,W,5,162,81,71,91,N,N,N,N,683,5538,1407,267,37,131,532,907,119,33,39,36,720,677,4.19,5,10,37,4361,1442,133,593,1057,88,148,0.986,San Francisco Giants,AT&T Park,3223215,101,101,SFG,SFN,SFN
2007,NL,SLN,STL,C,3,162,81,78,84,N,N,N,N,725,5529,1513,279,13,141,506,909,56,33,54,54,829,741,4.65,2,8,34,4307,1514,168,509,945,121,155,0.98,St. Louis Cardinals,Busch Stadium III,3552180,99,99,STL,SLN,SLN
2007,AL,TBA,TBD,E,5,162,81,66,96,N,N,N,N,782,5593,1500,291,36,187,545,1324,131,48,53,52,944,879,5.53,2,2,28,4289,1649,199,568,1194,117,155,0.98,Tampa Bay Devil Rays,Tropicana Field,1387603,98,100,TBD,TBA,TBA
2007,AL,TEX,TEX,W,4,162,81,75,87,N,N,N,N,816,5555,1460,298,36,179,503,1224,88,25,56,42,844,755,4.75,0,6,42,4290,1525,155,668,976,124,179,0.98,Texas Rangers,Rangers Ballpark in Arlington,2353862,101,101,TEX,TEX,TEX
2007,AL,TOR,TOR,E,3,162,81,83,79,N,N,N,N,753,5536,1434,344,24,165,533,1044,57,22,47,48,699,644,4,11,9,44,4346,1383,157,479,1067,102,160,0.984,Toronto Blue Jays,Rogers Centre,2360644,100,99,TOR,TOR,TOR
2007,NL,WAS,WSN,E,4,162,81,73,89,N,N,N,N,673,5520,1415,309,31,123,524,1128,69,23,53,41,783,736,4.58,0,6,46,4340,1502,187,580,931,109,153,0.982,Washington Nationals,R.F.K. Stadium,1943812,94,95,WSN,MON,WAS
2008,NL,ARI,ARI,W,2,162,81,82,80,N,N,N,N,720,5409,1355,318,47,159,587,1287,58,23,49,43,706,635,3.98,6,9,39,4304,1403,147,451,1229,113,137,0.981,Arizona Diamondbacks,Chase Field,2509924,108,108,ARI,ARI,ARI
2008,NL,ATL,ATL,E,4,162,81,72,90,N,N,N,N,753,5604,1514,316,33,130,618,1023,58,27,42,34,778,714,4.46,2,7,26,4322,1439,156,586,1076,107,149,0.983,Atlanta Braves,Turner Field,2532834,98,98,ATL,ATL,ATL
2008,AL,BAL,BAL,E,5,161,81,68,93,N,N,N,N,782,5559,1486,322,30,172,533,990,81,37,42,48,869,810,5.13,4,4,35,4266,1538,184,687,922,100,163,0.983,Baltimore Orioles,Oriole Park at Camden Yards,1950075,101,102,BAL,BAL,BAL
2008,AL,BOS,BOS,E,2,162,81,95,67,N,Y,N,N,845,5596,1565,353,33,173,646,1068,120,35,70,62,694,645,4.01,5,16,47,4339,1369,147,548,1185,85,149,0.986,Boston Red Sox,Fenway Park II,3048250,108,106,BOS,BOS,BOS
2008,AL,CHA,CHW,C,1,163,82,89,74,Y,N,N,N,811,5553,1458,296,13,235,540,1016,67,34,63,47,729,658,4.06,4,10,34,4373,1471,156,460,1147,108,155,0.983,Chicago White Sox,U.S. Cellular Field,2500648,105,105,CHW,CHA,CHA
2008,NL,CHN,CHC,C,1,161,81,97,64,Y,N,N,N,855,5588,1552,329,21,184,636,1186,87,34,50,45,671,624,3.87,2,8,44,4352,1329,160,548,1264,99,118,0.983,Chicago Cubs,Wrigley Field,3300200,108,107,CHC,CHN,CHN
2008,NL,CIN,CIN,C,5,162,81,74,88,N,N,N,N,704,5465,1351,269,24,187,560,1125,85,47,50,41,800,729,4.55,2,6,34,4327,1542,201,557,1227,114,156,0.981,Cincinnati Reds,Great American Ball Park,2058632,102,103,CIN,CIN,CIN
2008,AL,CLE,CLE,C,3,162,81,81,81,N,N,N,N,805,5543,1455,339,22,171,560,1213,77,29,103,49,761,711,4.45,10,13,31,4311,1530,170,444,986,94,182,0.985,Cleveland Indians,Jacobs Field,2169760,98,98,CLE,CLE,CLE
2008,NL,COL,COL,W,3,162,81,74,88,N,N,N,N,747,5557,1462,310,28,160,570,1209,141,37,57,38,822,766,4.77,3,8,36,4338,1547,148,562,1041,96,176,0.985,Colorado Rockies,Coors Field,2650218,109,109,COL,COL,COL
2008,AL,DET,DET,C,5,162,81,74,88,N,N,N,N,821,5641,1529,293,41,200,572,1076,63,31,44,44,857,786,4.9,1,2,34,4335,1541,172,644,991,113,172,0.981,Detroit Tigers,Comerica Park,3202645,103,103,DET,DET,DET
2008,NL,FLO,FLA,E,3,161,81,84,77,N,N,N,N,770,5499,1397,302,28,208,543,1371,76,28,69,46,767,707,4.43,2,8,36,4306,1421,161,586,1127,117,122,0.98,Florida Marlins,Dolphin Stadium,1335076,101,101,FLA,FLO,FLO
2008,NL,HOU,HOU,C,3,161,80,86,75,N,N,N,N,712,5451,1432,284,22,167,449,1051,114,52,52,41,743,691,4.36,4,13,48,4276,1453,197,492,1095,67,142,0.989,Houston Astros,Minute Maid Park,2779487,98,98,HOU,HOU,HOU
2008,AL,KCA,KCR,C,4,162,81,75,87,N,N,N,N,691,5608,1507,303,28,120,392,1005,79,38,50,36,781,720,4.48,2,8,44,4337,1473,159,515,1085,96,159,0.984,Kansas City Royals,Kauffman Stadium,1578922,98,100,KCR,KCA,KCA
2008,AL,LAA,ANA,W,1,162,81,100,62,Y,N,N,N,765,5540,1486,274,25,159,481,987,129,48,52,50,697,644,3.99,7,10,66,4354,1455,160,457,1106,91,159,0.985,Los Angeles Angels of Anaheim,Angel Stadium,3336747,103,102,LAA,ANA,ANA
2008,NL,LAN,LAD,W,1,162,81,84,78,Y,N,N,N,700,5506,1455,271,29,137,543,1032,126,43,43,38,648,591,3.68,5,11,35,4342,1381,123,480,1205,101,138,0.984,Los Angeles Dodgers,Dodger Stadium,3730553,98,97,LAD,LAN,LAN
2008,NL,MIL,MIL,C,2,162,81,90,72,N,Y,N,N,750,5535,1398,324,35,198,550,1203,108,38,69,43,689,623,3.85,12,10,45,4367,1415,175,528,1110,101,160,0.984,Milwaukee Brewers,Miller Park,3068458,98,98,MIL,ML4,MIL
2008,AL,MIN,MIN,C,2,163,81,88,75,N,N,N,N,829,5641,1572,298,49,111,529,979,102,42,36,72,745,675,4.16,5,10,42,4377,1568,183,406,995,108,168,0.982,Minnesota Twins,Hubert H Humphrey Metrodome,2302431,96,96,MIN,MIN,MIN
2008,AL,NYA,NYY,E,3,162,81,89,73,N,N,N,N,789,5572,1512,289,20,180,535,1015,118,39,80,39,727,685,4.28,1,11,42,4325,1478,143,489,1141,83,141,0.986,New York Yankees,Yankee Stadium II,4298655,103,102,NYY,NYA,NYA
2008,NL,NYN,NYM,E,2,162,81,89,73,N,N,N,N,799,5606,1491,274,38,172,619,1024,138,36,39,49,715,662,4.07,5,12,43,4393,1415,163,590,1181,83,126,0.986,New York Mets,Shea Stadium,4042045,99,98,NYM,NYN,NYN
2008,AL,OAK,OAK,W,3,161,81,75,86,N,N,N,N,646,5451,1318,270,23,125,574,1226,88,21,48,35,690,640,4.01,4,7,33,4305,1364,135,576,1061,98,169,0.984,Oakland Athletics,McAfee Coliseum,1665256,95,95,OAK,OAK,OAK
2008,NL,PHI,PHI,E,1,162,81,92,70,Y,N,Y,Y,799,5509,1407,291,36,214,586,1117,136,25,67,40,680,625,3.88,4,11,47,4349,1444,160,533,1081,90,142,0.985,Philadelphia Phillies,Citizens Bank Park,3422583,103,102,PHI,PHI,PHI
2008,NL,PIT,PIT,C,6,162,81,67,95,N,N,N,N,735,5628,1454,314,21,153,474,1039,57,19,59,51,884,822,5.08,3,7,34,4365,1631,176,657,963,107,179,0.983,Pittsburgh Pirates,PNC Park,1609076,96,98,PIT,PIT,PIT
2008,NL,SDN,SDP,W,5,162,81,63,99,N,N,N,N,637,5568,1390,264,27,154,518,1259,36,17,53,46,764,714,4.41,3,6,30,4375,1466,165,561,1100,85,149,0.986,San Diego Padres,Petco Park,2427535,88,88,SDP,SDN,SDN
2008,AL,SEA,SEA,W,4,162,81,61,101,N,N,N,N,671,5643,1498,285,20,124,417,890,90,32,38,42,811,754,4.73,4,4,36,4306,1544,161,626,1016,99,160,0.984,Seattle Mariners,Safeco Field,2329702,97,97,SEA,SEA,SEA
2008,NL,SFN,SFG,W,4,162,81,72,90,N,N,N,N,640,5543,1452,311,37,94,452,1044,108,46,48,44,759,701,4.38,4,12,41,4326,1416,147,652,1240,96,129,0.983,San Francisco Giants,AT&T Park,2863837,102,103,SFG,SFN,SFN
2008,NL,SLN,STL,C,4,162,81,86,76,N,N,N,N,779,5636,1585,283,26,174,577,985,73,32,42,44,725,677,4.19,2,7,42,4362,1517,163,496,957,85,156,0.986,St. Louis Cardinals,Busch Stadium III,3432917,99,99,STL,SLN,SLN
2008,AL,TBA,TBD,E,1,162,81,97,65,Y,N,Y,N,774,5541,1443,284,37,180,626,1224,142,50,68,52,671,618,3.82,7,12,52,4373,1349,166,526,1143,90,153,0.985,Tampa Bay Rays,Tropicana Field,1811986,101,101,TBR,TBA,TBA
2008,AL,TEX,TEX,W,2,162,81,79,83,N,N,N,N,901,5728,1619,376,35,194,595,1207,81,25,63,54,967,860,5.37,6,8,36,4326,1647,176,625,963,132,191,0.978,Texas Rangers,Rangers Ballpark in Arlington,1945677,102,102,TEX,TEX,TEX
2008,AL,TOR,TOR,E,4,162,81,86,76,N,N,N,N,714,5503,1453,303,32,126,521,938,80,27,59,56,610,561,3.49,15,13,44,4340,1330,134,467,1184,84,137,0.986,Toronto Blue Jays,Rogers Centre,2399786,98,97,TOR,TOR,TOR
2008,NL,WAS,WSN,E,5,161,80,59,102,N,N,N,N,641,5491,1376,269,26,117,534,1095,81,43,67,36,825,742,4.66,2,8,28,4302,1496,190,588,1063,123,143,0.98,Washington Nationals,Nationals Park,2320400,99,100,WSN,MON,WAS
2009,NL,ARI,ARI,W,5,162,81,70,92,N,N,N,N,720,5565,1408,307,45,173,571,1298,102,40,37,41,782,711,4.42,4,12,36,4343,1470,168,525,1158,124,133,0.98,Arizona Diamondbacks,Chase Field,2128765,105,106,ARI,ARI,ARI
2009,NL,ATL,ATL,E,3,162,81,86,76,N,N,N,N,735,5539,1459,300,20,149,602,1064,58,26,52,47,641,581,3.57,3,10,38,4388,1399,119,530,1232,96,159,0.985,Atlanta Braves,Turner Field,2373631,99,98,ATL,ATL,ATL
2009,AL,BAL,BAL,E,5,162,81,64,98,N,N,N,N,741,5618,1508,307,19,160,517,1013,76,37,39,46,876,817,5.15,2,3,31,4287,1633,218,546,933,90,151,0.985,Baltimore Orioles,Oriole Park at Camden Yards,1907163,101,102,BAL,BAL,BAL
2009,AL,BOS,BOS,E,2,162,81,95,67,N,Y,N,N,872,5543,1495,335,25,212,659,1120,126,39,70,51,736,695,4.35,8,11,41,4310,1494,167,530,1230,82,121,0.986,Boston Red Sox,Fenway Park II,3062699,106,105,BOS,BOS,BOS
2009,AL,CHA,CHW,C,3,162,81,79,83,N,N,N,N,724,5463,1410,246,20,184,534,1022,113,49,62,39,732,663,4.14,4,11,36,4319,1438,169,507,1119,113,158,0.981,Chicago White Sox,U.S. Cellular Field,2284163,105,105,CHW,CHA,CHA
2009,NL,CHN,CHC,C,2,161,80,83,78,N,N,N,N,707,5486,1398,293,29,161,592,1185,56,34,59,42,672,616,3.84,3,8,40,4336,1329,160,586,1272,105,144,0.983,Chicago Cubs,Wrigley Field,3168859,107,106,CHC,CHN,CHN
2009,NL,CIN,CIN,C,4,162,81,78,84,N,N,N,N,673,5462,1349,280,25,158,531,1129,96,40,53,41,723,677,4.18,6,12,41,4375,1420,188,577,1069,89,161,0.985,Cincinnati Reds,Great American Ball Park,1747919,100,100,CIN,CIN,CIN
2009,AL,CLE,CLE,C,4,162,81,65,97,N,N,N,N,773,5568,1468,314,28,161,582,1211,84,31,81,50,865,806,5.06,5,6,25,4302,1570,183,598,986,97,170,0.984,Cleveland Indians,Jacobs Field,1766242,95,95,CLE,CLE,CLE
2009,NL,COL,COL,W,2,162,81,92,70,N,Y,N,N,804,5398,1408,300,50,190,660,1277,106,55,47,60,715,675,4.22,5,7,45,4315,1427,141,528,1154,87,146,0.986,Colorado Rockies,Coors Field,2665080,112,112,COL,COL,COL
2009,AL,DET,DET,C,2,163,81,86,77,N,N,N,N,743,5540,1443,245,35,183,540,1114,72,33,61,39,745,690,4.29,4,9,42,4341,1449,182,594,1102,88,164,0.985,Detroit Tigers,Comerica Park,2567165,101,102,DET,DET,DET
2009,NL,FLO,FLA,E,2,162,81,87,75,N,N,N,N,772,5572,1493,296,25,159,568,1226,75,35,63,39,766,690,4.29,5,5,45,4339,1425,160,601,1248,106,129,0.982,Florida Marlins,Dolphin Stadium,1464109,102,102,FLA,FLO,FLO
2009,NL,HOU,HOU,C,5,162,81,74,88,N,N,N,N,643,5436,1415,270,32,142,448,990,113,44,43,45,770,722,4.54,5,10,39,4290,1521,176,546,1144,78,161,0.987,Houston Astros,Minute Maid Park,2521076,98,98,HOU,HOU,HOU
2009,AL,KCA,KCR,C,4,162,81,65,97,N,N,N,N,686,5532,1432,276,51,144,457,1091,88,29,42,32,842,765,4.83,10,9,34,4278,1486,166,600,1153,117,159,0.98,Kansas City Royals,Kauffman Stadium,1797891,97,99,KCR,KCA,KCA
2009,AL,LAA,ANA,W,1,162,81,97,65,Y,N,N,N,883,5622,1604,293,33,173,547,1054,148,63,41,52,761,715,4.45,9,13,51,4335,1513,180,523,1062,85,174,0.986,Los Angeles Angels of Anaheim,Angel Stadium,3240386,99,98,LAA,ANA,ANA
2009,NL,LAN,LAD,W,1,162,81,95,67,Y,N,N,N,780,5592,1511,278,39,145,607,1068,116,48,63,44,611,558,3.41,1,9,44,4420,1265,127,584,1272,83,134,0.986,Los Angeles Dodgers,Dodger Stadium,3761655,96,95,LAD,LAN,LAN
2009,NL,MIL,MIL,C,3,162,81,80,82,N,N,N,N,785,5510,1447,281,37,182,610,1231,68,37,71,47,818,770,4.83,1,8,44,4305,1498,207,607,1104,98,149,0.984,Milwaukee Brewers,Miller Park,3037451,98,98,MIL,ML4,MIL
2009,AL,MIN,MIN,C,1,163,82,87,76,Y,N,N,N,817,5608,1539,271,40,172,585,1021,85,32,45,57,765,726,4.5,4,7,48,4359,1542,185,466,1052,76,135,0.987,Minnesota Twins,Hubert H Humphrey Metrodome,2416237,99,98,MIN,MIN,MIN
